idsolicitud,total_activo,total_pasivo,patrimonio,fecha
"000008169","600.00","240.00","360.00","2020-02-25"
"000008170","2300.00","0.00","2300.00","2020-06-30"
"000008171","7080.00","3500.00","3580.00","2020-09-18"
"000008173","200.00","0.00","200.00","2018-05-08"
"000008174","30.00","0.00","30.00","2020-09-18"
"000008175","26660.00","3097.00","23563.00","2018-09-19"
"000008176","1900.00","1129.00","771.00","2020-03-02"
"000008177","7300.00","218.00","7082.00","2020-07-15"
"000008178","3080.00","0.00","3080.00","2020-02-28"
"000008179","200.00","0.00","200.00","2020-03-10"
"000008180","200.00","8676.00","-8476.00","2019-08-28"
"000008181","4200.00","654.00","3546.00","2020-02-28"
"000008182","50.00","14.00","36.00","2019-10-30"
"000008183","12500.00","1869.00","10631.00","2019-12-27"
"000008184","4900.00","0.00","4900.00","2020-02-26"
"000008185","10100.00","0.00","10100.00","2020-09-18"
"000008186","8030.00","0.00","8030.00","2019-12-26"
"000008187","5350.00","0.00","5350.00","2020-08-26"
"000008188","9600.00","1893.00","7707.00","2020-07-10"
"000008189","2100.00","0.00","2100.00","2020-06-10"
"000008190","0.00","545.00","-545.00","2019-11-25"
"000008191","4030.00","18.50","4011.50","2018-05-31"
"000008192","10250.00","11899.00","-1649.00","2020-07-07"
"000008193","760.00","0.00","760.00","2018-11-24"
"000008194","1370.00","0.00","1370.00","2019-04-22"
"000008195","27100.00","19145.00","7955.00","2019-10-15"
"000008196","27100.00","19145.00","7955.00","2019-10-15"
"000008197","27100.00","19145.00","7955.00","2019-10-15"
"000008198","3315.00","512.50","2802.50","2020-02-26"
"000008200","18200.00","17164.00","1036.00","2019-11-25"
"000008201","32700.00","0.00","32700.00","2020-02-26"
"000008202","100.00","0.00","100.00","2020-06-08"
"000008203","1100.00","0.00","1100.00","2020-09-14"
"000008204","7030.00","0.00","7030.00","2020-02-03"
"000008205","10900.00","391.00","10509.00","2018-02-15"
"000008206","4000.00","0.00","4000.00","2018-10-20"
"000008207","4000.00","109.00","3891.00","2018-09-04"
"000008208","1600.00","0.00","1600.00","2018-06-23"
"000008210","790.00","202.00","588.00","2019-10-29"
"000008211","5800.00","3700.00","2100.00","2018-05-16"
"000008212","9080.00","0.00","9080.00","2020-08-24"
"000008213","9500.00","1500.00","8000.00","2020-08-13"
"000008214","50.00","0.00","50.00","2020-02-27"
"000008215","60.00","0.00","60.00","2020-08-18"
"000008216","11150.00","514.00","10636.00","2020-09-22"
"000008217","25200.00","0.00","25200.00","2020-09-22"
"000008218","7060.00","0.00","7060.00","2020-08-28"
"000008219","12250.00","0.00","12250.00","2020-09-22"
"000008220","8200.00","0.00","8200.00","2020-09-22"
"000008221","3650.00","0.00","3650.00","2020-09-12"
"000008222","6210.00","0.00","6210.00","2020-03-12"
"000008223","4280.00","0.00","4280.00","2020-09-22"
"000008224","100.00","0.00","100.00","2020-07-07"
"000008225","1500.00","0.00","1500.00","2019-03-27"
"000008226","80.00","0.00","80.00","2020-09-22"
"000008227","9450.00","254.00","9196.00","2018-12-14"
"000008228","6350.00","0.00","6350.00","2020-08-28"
"000008229","8075.00","0.00","8075.00","2020-08-25"
"000008230","2130.00","421.90","1708.10","2020-07-16"
"000008231","30100.00","0.00","30100.00","2020-07-02"
"000008232","2400.00","0.00","2400.00","2020-08-19"
"000008233","7560.00","520.80","7039.20","2020-02-06"
"000008234","8550.00","0.00","8550.00","2019-08-06"
"000008235","2300.00","556.00","1744.00","2020-09-23"
"000008236","2350.00","0.00","2350.00","2020-08-31"
"000008237","80.00","0.00","80.00","2020-03-13"
"000008238","500.00","0.00","500.00","2020-09-01"
"000008239","1700.00","0.00","1700.00","2020-09-23"
"000008241","15600.00","0.00","15600.00","2019-11-26"
"000008242","1850.00","0.00","1850.00","2020-09-23"
"000008243","3650.00","999.00","2651.00","2018-10-22"
"000008244","1250.00","2500.00","-1250.00","2020-09-23"
"000008245","6880.00","0.00","6880.00","2018-09-06"
"000008246","5650.00","549.00","5101.00","2019-10-21"
"000008247","170.00","0.00","170.00","2020-03-10"
"000008248","150.00","0.00","150.00","2020-03-11"
"000008249","3380.00","868.00","2512.00","2020-02-27"
"000008250","8150.00","0.00","8150.00","2020-09-23"
"000008251","400.00","0.00","400.00","2019-12-14"
"000008252","6470.00","500.00","5970.00","2020-03-02"
"000008253","30.00","0.00","30.00","2020-02-29"
"000008254","1000.00","0.00","1000.00","2020-08-22"
"000008255","1750.00","600.00","1150.00","2020-08-24"
"000008256","1100.00","0.00","1100.00","2020-09-14"
"000008257","92700.00","7264.00","85436.00","2020-08-19"
"000008258","1500.00","32.70","1467.30","2020-07-17"
"000008259","5610.00","0.00","5610.00","2020-07-10"
"000008260","780.00","0.00","780.00","2020-07-31"
"000008261","8950.00","1183.50","7766.50","2020-08-21"
"000008262","9700.00","0.00","9700.00","2020-09-24"
"000008263","5080.00","0.00","5080.00","2018-04-18"
"000008264","900.00","0.00","900.00","2020-09-25"
"000008265","5090.00","0.00","5090.00","2020-09-25"
"000008266","0.00","0.00","0.00","2018-03-14"
"000008267","16300.00","220.00","16080.00","2020-09-25"
"000008268","3200.00","632.00","2568.00","2018-09-08"
"000008269","50.00","3236.00","-3186.00","2020-09-08"
"000008270","890.00","0.00","890.00","2020-01-31"
"000008271","80.00","0.00","80.00","2020-03-13"
"000008272","16000.00","360.00","15640.00","2018-11-06"
"000008273","1900.00","0.00","1900.00","2019-05-20"
"000008274","7080.00","0.00","7080.00","2020-09-25"
"000008275","5030.00","0.00","5030.00","2020-03-04"
"000008276","8400.00","817.50","7582.50","2020-08-05"
"000008277","1200.00","1000.00","200.00","2018-07-18"
"000008278","1200.00","1090.00","110.00","2018-07-18"
"000008279","7100.00","0.00","7100.00","2018-08-10"
"000008280","7100.00","0.00","7100.00","2018-08-10"
"000008281","50.00","0.00","50.00","2020-08-31"
"000008282","100.00","632.00","-532.00","2020-01-08"
"000008283","4030.00","283.00","3747.00","2018-05-31"
"000008284","1700.00","0.00","1700.00","2018-12-21"
"000008285","3750.00","384.00","3366.00","2018-08-10"
"000008286","9450.00","0.00","9450.00","2020-07-17"
"000008288","300.00","0.00","300.00","2020-09-26"
"000008289","1000.00","0.00","1000.00","2020-03-10"
"000008290","3480.00","0.00","3480.00","2020-01-31"
"000008291","340.00","0.00","340.00","2019-03-29"
"000008292","100.00","0.00","100.00","2019-11-12"
"000008293","27950.00","0.00","27950.00","2020-08-26"
"000008294","10050.00","0.00","10050.00","2020-01-25"
"000008295","27950.00","0.00","27950.00","2020-08-26"
"000008296","24150.00","0.00","24150.00","2018-02-27"
"000008297","6450.00","326.60","6123.40","2020-07-27"
"000008298","6900.00","9969.00","-3069.00","2018-11-26"
"000008299","6750.00","817.50","5932.50","2020-09-17"
"000008300","100.00","0.00","100.00","2019-06-14"
"000008301","700.00","0.00","700.00","2020-09-28"
"000008302","5080.00","0.00","5080.00","2020-08-27"
"000008303","9500.00","0.00","9500.00","2019-06-28"
"000008304","50.00","0.00","50.00","2019-12-27"
"000008305","10600.00","1598.00","9002.00","2019-12-31"
"000008306","74700.00","45176.40","29523.60","2020-08-24"
"000008307","23850.00","27344.00","-3494.00","2019-12-30"
"000008308","6600.00","0.00","6600.00","2018-04-10"
"000008309","100.00","0.00","100.00","2020-07-31"
"000008310","13310.00","20046.00","-6736.00","2019-09-24"
"000008311","600.00","1564.00","-964.00","2020-02-18"
"000008312","300.00","0.00","300.00","2020-03-11"
"000008313","4650.00","0.00","4650.00","2020-07-10"
"000008314","27650.00","0.00","27650.00","2018-02-28"
"000008316","10060.00","150.00","9910.00","2020-02-27"
"000008317","7050.00","0.00","7050.00","2020-08-18"
"000008318","10800.00","0.00","10800.00","2020-09-28"
"000008319","7850.00","1944.00","5906.00","2018-09-07"
"000008320","1380.00","0.00","1380.00","2020-08-24"
"000008321","190.00","0.00","190.00","2020-03-02"
"000008322","600.00","0.00","600.00","2020-06-30"
"000008323","10090.00","381.00","9709.00","2018-04-26"
"000008324","61000.00","42309.00","18691.00","2019-12-19"
"000008326","15060.00","0.00","15060.00","2020-09-29"
"000008327","10970.00","0.00","10970.00","2019-09-11"
"000008328","5550.00","800.00","4750.00","2020-08-20"
"000008329","45500.00","65349.00","-19849.00","2020-02-22"
"000008330","600.00","0.00","600.00","2020-06-30"
"000008331","200.00","0.00","200.00","2020-08-21"
"000008332","33350.00","17479.00","15871.00","2019-12-13"
"000008333","3130.00","1164.00","1966.00","2020-08-26"
"000008334","1600.00","0.00","1600.00","2020-09-29"
"000008335","1000.00","0.00","1000.00","2020-08-12"
"000008336","25200.00","0.00","25200.00","2018-12-31"
"000008337","1030.00","0.00","1030.00","2020-01-31"
"000008338","13310.00","20046.00","-6736.00","2019-09-24"
"000008339","16100.00","0.00","16100.00","2020-01-27"
"000008340","3800.00","0.00","3800.00","2020-07-29"
"000008341","2150.00","0.00","2150.00","2020-09-15"
"000008342","10570.00","17.20","10552.80","2020-07-21"
"000008344","4600.00","81.60","4518.40","2020-07-20"
"000008345","5080.00","0.00","5080.00","2020-09-04"
"000008346","6200.00","40.00","6160.00","2018-08-09"
"000008347","7080.00","0.00","7080.00","2020-09-30"
"000008348","6620.00","0.00","6620.00","2018-04-03"
"000008349","31900.00","1635.00","30265.00","2018-10-31"
"000008350","6200.00","0.00","6200.00","2018-03-10"
"000008351","4580.00","0.00","4580.00","2019-11-14"
"000008352","3330.00","1927.00","1403.00","2020-09-30"
"000008353","18200.00","16374.00","1826.00","2019-11-25"
"000008354","790.00","272.00","518.00","2019-10-29"
"000008355","50450.00","2160.00","48290.00","2020-02-25"
"000008356","5100.00","1234.90","3865.10","2020-03-11"
"000008357","1300.00","0.00","1300.00","2020-03-06"
"000008358","7300.00","81.70","7218.30","2020-07-15"
"000008359","6100.00","0.00","6100.00","2020-08-14"
"000008360","10090.00","381.00","9709.00","2018-04-26"
"000008361","80.00","0.00","80.00","2020-01-18"
"000008362","50.00","0.00","50.00","2019-08-24"
"000008363","50.00","0.00","50.00","2019-08-24"
"000008364","50.00","0.00","50.00","2020-03-07"
"000008365","47900.00","23607.00","24293.00","2018-02-22"
"000008366","1800.00","50000.00","-48200.00","2020-09-30"
"000008367","630.00","0.00","630.00","2020-03-09"
"000008368","9400.00","0.00","9400.00","2020-03-13"
"000008369","1400.00","0.00","1400.00","2020-08-28"
"000008370","0.00","0.00","0.00","2020-01-30"
"000008371","50.00","0.00","50.00","2020-01-17"
"000008372","800.00","688.00","112.00","2020-08-13"
"000008373","430.00","0.00","430.00","2020-07-23"
"000008374","20180.00","0.00","20180.00","2020-03-13"
"000008375","16000.00","2180.00","13820.00","2018-11-06"
"000008376","1800.00","1101.00","699.00","2019-12-20"
"000008377","900.00","0.00","900.00","2020-01-11"
"000008378","2050.00","0.00","2050.00","2020-08-29"
"000008379","450.00","0.00","450.00","2020-09-10"
"000008380","3650.00","999.00","2651.00","2018-10-22"
"000008381","10080.00","0.00","10080.00","2020-03-06"
"000008382","2800.00","0.00","2800.00","2020-08-17"
"000008383","2250.00","336.00","1914.00","2020-09-30"
"000008384","0.00","0.00","0.00","2019-04-15"
"000008385","1100.00","0.00","1100.00","2019-10-25"
"000008386","5400.00","0.00","5400.00","2020-09-30"
"000008387","4600.00","1090.00","3510.00","2020-07-20"
"000008388","1100.00","0.00","1100.00","2020-10-01"
"000008389","24080.00","0.00","24080.00","2020-03-12"
"000008390","8400.00","272.50","8127.50","2020-08-05"
"000008391","4600.00","5470.00","-870.00","2019-12-12"
"000008392","4100.00","0.00","4100.00","2020-08-27"
"000008393","4750.00","0.00","4750.00","2020-02-28"
"000008394","47200.00","2700.00","44500.00","2018-06-07"
"000008395","150.00","0.00","150.00","2020-02-14"
"000008396","15600.00","835.00","14765.00","2019-11-26"
"000008397","4000.00","109.00","3891.00","2018-09-04"
"000008398","8070.00","0.00","8070.00","2020-09-08"
"000008399","3900.00","871.40","3028.60","2020-08-04"
"000008400","1.00","0.00","1.00","2020-02-29"
"000008401","200.00","0.00","200.00","2018-05-08"
"000008402","10200.00","0.00","10200.00","2019-02-26"
"000008403","7200.00","0.00","7200.00","2020-10-02"
"000008404","4450.00","1322.00","3128.00","2020-10-02"
"000008405","6160.00","0.00","6160.00","2019-01-23"
"000008406","6160.00","545.00","5615.00","2019-01-23"
"000008407","1600.00","0.00","1600.00","2020-08-26"
"000008409","9400.00","1500.00","7900.00","2020-09-07"
"000008410","8100.00","3845.00","4255.00","2018-03-13"
"000008411","5500.00","616.80","4883.20","2020-03-13"
"000008412","5680.00","0.00","5680.00","2020-01-21"
"000008413","300.00","0.00","300.00","2020-10-02"
"000008414","10300.00","0.00","10300.00","2020-09-03"
"000008415","20000.00","5899.00","14101.00","2018-10-11"
"000008416","2600.00","0.00","2600.00","2019-12-28"
"000008417","15300.00","642.00","14658.00","2018-09-24"
"000008418","3800.00","0.00","3800.00","2020-08-28"
"000008419","750.00","250.00","500.00","2020-10-02"
"000008421","5080.00","0.00","5080.00","2020-07-30"
"000008422","10600.00","3783.00","6817.00","2020-08-05"
"000008423","5080.00","0.00","5080.00","2020-09-14"
"000008424","0.00","0.00","0.00","2020-06-23"
"000008425","2780.00","0.00","2780.00","2020-09-12"
"000008426","926.00","0.00","926.00","2019-10-04"
"000008427","7450.00","0.00","7450.00","2020-08-18"
"000008428","4900.00","0.00","4900.00","2020-02-26"
"000008429","16300.00","0.00","16300.00","2019-05-03"
"000008430","5300.00","163.00","5137.00","2018-02-19"
"000008431","800.00","0.00","800.00","2019-02-26"
"000008432","9070.00","0.00","9070.00","2020-08-03"
"000008433","16600.00","277.00","16323.00","2020-02-06"
"000008434","840.00","0.00","840.00","2020-03-12"
"000008435","950.00","0.00","950.00","2020-03-05"
"000008436","730.00","0.00","730.00","2020-03-02"
"000008437","100.00","425.00","-325.00","2020-01-08"
"000008438","2000.00","0.00","2000.00","2020-08-21"
"000008439","25200.00","0.00","25200.00","2018-12-31"
"000008440","1080.00","0.00","1080.00","2020-09-05"
"000008441","7500.00","2142.20","5357.80","2019-09-11"
"000008442","26700.00","1231.00","25469.00","2019-11-12"
"000008443","10040.00","0.00","10040.00","2019-09-05"
"000008444","18200.00","16042.00","2158.00","2019-11-25"
"000008445","1700.00","0.00","1700.00","2020-03-10"
"000008446","980.00","0.00","980.00","2020-06-05"
"000008447","31900.00","1635.00","30265.00","2018-10-31"
"000008448","6070.00","0.00","6070.00","2020-07-23"
"000008449","80.00","0.00","80.00","2020-06-09"
"000008450","11500.00","182.00","11318.00","2019-07-08"
"000008451","3500.00","0.00","3500.00","2020-10-05"
"000008452","26660.00","2480.00","24180.00","2018-09-19"
"000008453","9450.00","254.00","9196.00","2018-12-14"
"000008454","15300.00","1300.00","14000.00","2018-09-24"
"000008455","99999.99","1635.00","99999.99","2019-12-24"
"000008456","5100.00","0.00","5100.00","2020-08-07"
"000008457","2400.00","0.00","2400.00","2020-08-19"
"000008458","7050.00","0.00","7050.00","2020-03-06"
"000008459","1000.00","550.00","450.00","2020-08-17"
"000008460","1050.00","0.00","1050.00","2020-07-13"
"000008461","5200.00","460.00","4740.00","2020-09-03"
"000008462","2020.00","0.00","2020.00","2020-08-29"
"000008463","10090.00","381.00","9709.00","2018-04-26"
"000008464","0.00","0.00","0.00","2019-03-28"
"000008466","4100.00","0.00","4100.00","2020-10-06"
"000008467","750.00","0.00","750.00","2020-03-02"
"000008468","60.00","0.00","60.00","2020-10-06"
"000008469","1000.00","0.00","1000.00","2020-07-29"
"000008470","7800.00","0.00","7800.00","2020-10-06"
"000008471","35.00","0.00","35.00","2019-10-29"
"000008473","15200.00","0.00","15200.00","2020-01-04"
"000008474","8100.00","0.00","8100.00","2018-12-21"
"000008475","750.00","0.00","750.00","2019-09-13"
"000008476","600.00","0.00","600.00","2019-02-05"
"000008477","7750.00","0.00","7750.00","2020-10-07"
"000008478","2100.00","185.00","1915.00","2020-08-18"
"000008479","800.00","688.00","112.00","2020-08-13"
"000008480","50.00","0.00","50.00","2020-03-11"
"000008481","1000.00","109.00","891.00","2019-12-19"
"000008482","0.00","0.00","0.00","2019-07-09"
"000008483","4100.00","0.00","4100.00","2020-10-06"
"000008484","40150.00","0.00","40150.00","2020-08-21"
"000008485","760.00","120.00","640.00","2020-02-15"
"000008488","3550.00","0.00","3550.00","2018-09-11"
"000008489","13100.00","119.00","12981.00","2019-05-11"
"000008490","5730.00","0.00","5730.00","2020-08-11"
"000008491","20180.00","850.00","19330.00","2020-03-13"
"000008492","6040.00","0.00","6040.00","2020-03-05"
"000008493","0.00","404.00","-404.00","2019-11-22"
"000008494","650.00","893.00","-243.00","2020-08-06"
"000008495","380.00","0.00","380.00","2020-08-04"
"000008496","4300.00","900.00","3400.00","2020-10-07"
"000008497","6210.00","0.00","6210.00","2020-03-12"
"000008498","6450.00","478.00","5972.00","2020-07-27"
"000008499","17200.00","4210.00","12990.00","2020-08-26"
"000008500","6650.00","580.00","6070.00","2019-12-09"
"000008501","50.00","0.00","50.00","2020-03-09"
"000008502","3720.00","0.00","3720.00","2020-03-13"
"000008503","15300.00","1300.00","14000.00","2018-09-24"
"000008504","1.00","0.00","1.00","2020-10-08"
"000008505","3130.00","1120.00","2010.00","2020-08-11"
"000008506","50.00","0.00","50.00","2020-07-07"
"000008507","2560.00","0.00","2560.00","2020-10-08"
"000008508","2310.00","0.00","2310.00","2018-05-09"
"000008509","5650.00","549.00","5101.00","2019-10-21"
"000008510","1600.00","588.00","1012.00","2020-02-26"
"000008511","2100.00","0.00","2100.00","2020-06-10"
"000008512","11200.00","684.00","10516.00","2020-03-10"
"000008513","1100.00","0.00","1100.00","2018-05-08"
"000008514","150.00","0.00","150.00","2019-06-05"
"000008515","1100.00","0.00","1100.00","2020-10-08"
"000008516","2200.00","5138.00","-2938.00","2020-01-11"
"000008517","7200.00","2292.00","4908.00","2020-09-09"
"000008518","7060.00","0.00","7060.00","2020-08-28"
"000008519","6470.00","500.00","5970.00","2020-03-02"
"000008520","10080.00","409.00","9671.00","2018-04-18"
"000008521","13800.00","3010.00","10790.00","2019-08-02"
"000008522","11100.00","0.00","11100.00","2020-09-17"
"000008523","1800.00","0.00","1800.00","2018-07-31"
"000008524","0.00","811.00","-811.00","2019-11-25"
"000008525","16500.00","5073.00","11427.00","2018-02-26"
"000008526","6120.00","0.00","6120.00","2019-10-02"
"000008527","400.00","0.00","400.00","2020-07-13"
"000008528","1500.00","0.00","1500.00","2020-10-09"
"000008529","1000.00","436.00","564.00","2019-12-19"
"000008530","3900.00","1816.50","2083.50","2020-08-04"
"000008531","16600.00","291.60","16308.40","2020-02-06"
"000008532","1730.00","0.00","1730.00","2020-03-09"
"000008533","7250.00","0.00","7250.00","2020-08-19"
"000008534","2900.00","21.80","2878.20","2020-07-11"
"000008535","2270.00","0.00","2270.00","2020-03-05"
"000008536","1050.00","0.00","1050.00","2020-07-11"
"000008537","60.00","0.00","60.00","2020-08-18"
"000008538","8230.00","0.00","8230.00","2020-09-05"
"000008539","0.00","0.00","0.00","2020-09-17"
"000008540","23100.00","540.00","22560.00","2018-09-18"
"000008541","23100.00","540.00","22560.00","2018-09-18"
"000008542","12900.00","0.00","12900.00","2020-10-09"
"000008543","22100.00","0.00","22100.00","2018-08-15"
"000008544","100.00","0.00","100.00","2019-03-26"
"000008545","600.00","0.00","600.00","2020-08-07"
"000008546","5300.00","900.00","4400.00","2018-02-19"
"000008547","47200.00","1670.20","45529.80","2018-06-07"
"000008548","10250.00","0.00","10250.00","2019-05-09"
"000008549","5800.00","0.00","5800.00","2020-09-05"
"000008550","3590.00","0.00","3590.00","2020-08-05"
"000008552","4100.00","0.00","4100.00","2020-10-06"
"000008553","5650.00","712.00","4938.00","2019-10-21"
"000008554","4080.00","0.00","4080.00","2020-07-30"
"000008555","5050.00","0.00","5050.00","2019-09-28"
"000008557","80.00","0.00","80.00","2019-12-16"
"000008558","720.00","0.00","720.00","2020-10-12"
"000008559","2300.00","0.00","2300.00","2020-06-30"
"000008560","10200.00","0.00","10200.00","2019-04-23"
"000008561","3260.00","0.00","3260.00","2018-04-25"
"000008562","17900.00","0.00","17900.00","2019-05-21"
"000008563","14450.00","0.00","14450.00","2020-10-12"
"000008564","5800.00","1200.00","4600.00","2018-05-16"
"000008565","20500.00","0.00","20500.00","2018-03-02"
"000008566","200.00","0.00","200.00","2020-02-27"
"000008567","2100.00","0.00","2100.00","2020-09-16"
"000008568","47900.00","28427.00","19473.00","2018-02-22"
"000008570","3600.00","0.00","3600.00","2020-07-15"
"000008571","99999.99","1816.00","99999.99","2019-12-24"
"000008572","60.00","0.00","60.00","2020-08-26"
"000008573","50.00","0.00","50.00","2020-09-07"
"000008574","100.00","0.00","100.00","2019-06-14"
"000008575","1100.00","4700.00","-3600.00","2020-01-14"
"000008576","1380.00","980.80","399.20","2020-07-14"
"000008577","50500.00","0.00","50500.00","2018-03-05"
"000008578","80.00","0.00","80.00","2020-03-13"
"000008579","10500.00","0.00","10500.00","2020-01-31"
"000008580","25.00","0.00","25.00","2020-02-05"
"000008581","16500.00","7089.00","9411.00","2018-02-26"
"000008582","4050.00","0.00","4050.00","2020-02-18"
"000008583","100.00","662.00","-562.00","2020-01-08"
"000008584","99999.99","1816.00","99999.99","2019-12-24"
"000008585","100.00","0.00","100.00","2019-11-12"
"000008586","6150.00","0.00","6150.00","2020-09-10"
"000008587","3650.00","0.00","3650.00","2020-09-12"
"000008588","5070.00","0.00","5070.00","2020-07-23"
"000008590","1700.00","0.00","1700.00","2020-10-13"
"000008591","18200.00","17775.00","425.00","2019-11-25"
"000008592","8030.00","0.00","8030.00","2019-12-26"
"000008593","3035.00","0.00","3035.00","2020-03-06"
"000008594","8500.00","0.00","8500.00","2018-08-29"
"000008595","13400.00","0.00","13400.00","2020-10-14"
"000008596","6750.00","272.40","6477.60","2020-09-17"
"000008597","10080.00","409.00","9671.00","2018-04-18"
"000008598","50.00","49.00","1.00","2020-01-23"
"000008599","50.00","436.00","-386.00","2020-01-23"
"000008600","20500.00","1188.00","19312.00","2018-03-02"
"000008601","8520.00","0.00","8520.00","2020-02-26"
"000008603","50.00","0.00","50.00","2019-12-18"
"000008604","96700.00","0.00","96700.00","2020-10-14"
"000008605","10200.00","0.00","10200.00","2020-09-08"
"000008606","6850.00","0.00","6850.00","2020-07-23"
"000008607","5200.00","0.00","5200.00","2019-10-24"
"000008608","5120.00","6790.00","-1670.00","2019-10-28"
"000008609","27100.00","17521.00","9579.00","2019-10-15"
"000008610","4000.00","0.00","4000.00","2018-10-20"
"000008611","400.00","305.00","95.00","2020-06-25"
"000008612","100.00","0.00","100.00","2020-06-08"
"000008613","15200.00","0.00","15200.00","2020-01-04"
"000008614","8520.00","0.00","8520.00","2020-02-26"
"000008615","2100.00","1500.00","600.00","2020-08-21"
"000008616","16000.00","600.00","15400.00","2018-11-06"
"000008617","5100.00","417.60","4682.40","2020-08-07"
"000008618","4280.00","0.00","4280.00","2020-09-22"
"000008619","1490.00","0.00","1490.00","2020-09-11"
"000008620","720.00","0.00","720.00","2020-09-08"
"000008621","8650.00","1816.00","6834.00","2020-03-12"
"000008622","2500.00","0.00","2500.00","2019-12-30"
"000008623","960.00","0.00","960.00","2020-07-20"
"000008624","1800.00","756.00","1044.00","2019-12-20"
"000008625","9500.00","1500.00","8000.00","2020-08-13"
"000008626","7080.00","0.00","7080.00","2020-09-25"
"000008627","1250.00","2500.00","-1250.00","2020-09-23"
"000008628","3500.00","0.00","3500.00","2020-01-23"
"000008629","8500.00","1200.00","7300.00","2018-03-10"
"000008630","6900.00","10232.00","-3332.00","2018-11-26"
"000008631","6650.00","445.00","6205.00","2019-12-09"
"000008632","1100.00","0.00","1100.00","2020-10-08"
"000008633","2000.00","0.00","2000.00","2019-01-18"
"000008634","2150.00","3116.00","-966.00","2020-10-15"
"000008635","33250.00","18372.00","14878.00","2020-09-07"
"000008636","2310.00","1226.00","1084.00","2018-05-09"
"000008637","2100.00","408.70","1691.30","2020-08-18"
"000008638","14100.00","5500.00","8600.00","2020-10-15"
"000008639","73050.00","4067.00","68983.00","2020-03-13"
"000008640","18800.00","16118.00","2682.00","2019-07-27"
"000008641","1500.00","0.00","1500.00","2019-06-12"
"000008642","24150.00","0.00","24150.00","2018-02-27"
"000008643","670.00","0.00","670.00","2020-09-17"
"000008644","6040.00","0.00","6040.00","2020-10-16"
"000008645","4200.00","654.00","3546.00","2020-02-28"
"000008646","4200.00","654.00","3546.00","2020-02-28"
"000008647","44200.00","600.00","43600.00","2020-09-18"
"000008648","1700.00","0.00","1700.00","2020-09-23"
"000008649","400.00","0.00","400.00","2020-07-23"
"000008650","11400.00","0.00","11400.00","2020-10-16"
"000008651","2080.00","0.00","2080.00","2020-09-11"
"000008652","25500.00","0.00","25500.00","2019-12-11"
"000008653","15600.00","653.00","14947.00","2019-11-26"
"000008654","420.00","0.00","420.00","2020-10-16"
"000008655","23600.00","0.00","23600.00","2020-06-04"
"000008656","3200.00","110.00","3090.00","2018-09-08"
"000008657","11500.00","686.00","10814.00","2019-05-02"
"000008658","6060.00","0.00","6060.00","2020-10-17"
"000008659","10050.00","0.00","10050.00","2020-10-17"
"000008660","30.00","0.00","30.00","2020-09-18"
"000008661","600.00","0.00","600.00","2020-02-25"
"000008662","5050.00","0.00","5050.00","2020-08-03"
"000008663","5800.00","3000.00","2800.00","2018-05-16"
"000008664","47200.00","1670.20","45529.80","2018-06-07"
"000008665","60.00","0.00","60.00","2019-10-12"
"000008666","29200.00","12093.00","17107.00","2020-09-11"
"000008667","1250.00","508.00","742.00","2020-07-13"
"000008668","400.00","0.00","400.00","2019-12-14"
"000008669","400.00","0.00","400.00","2019-12-14"
"000008670","14900.00","0.00","14900.00","2019-10-12"
"000008671","13100.00","0.00","13100.00","2020-10-17"
"000008672","9450.00","254.00","9196.00","2018-12-14"
"000008673","720.00","450.00","270.00","2020-10-12"
"000008674","8500.00","304.00","8196.00","2018-08-29"
"000008676","4650.00","0.00","4650.00","2020-07-10"
"000008677","9000.00","0.00","9000.00","2020-08-06"
"000008678","1500.00","10130.00","-8630.00","2020-10-19"
"000008679","4030.00","0.00","4030.00","2018-10-03"
"000008680","3650.00","800.00","2850.00","2018-10-22"
"000008681","7100.00","0.00","7100.00","2018-08-10"
"000008682","15650.00","0.00","15650.00","2020-06-11"
"000008683","7100.00","0.00","7100.00","2018-08-10"
"000008684","5030.00","0.00","5030.00","2020-10-19"
"000008685","13800.00","0.00","13800.00","2019-01-12"
"000008686","8100.00","3845.00","4255.00","2018-03-13"
"000008687","80.00","0.00","80.00","2020-10-19"
"000008688","80.00","0.00","80.00","2019-09-13"
"000008689","3200.00","1000.00","2200.00","2018-09-08"
"000008690","14300.00","1799.00","12501.00","2019-10-28"
"000008691","21360.00","8000.00","13360.00","2020-02-29"
"000008692","25200.00","0.00","25200.00","2020-09-22"
"000008693","7400.00","0.00","7400.00","2020-10-19"
"000008694","4050.00","0.00","4050.00","2020-10-19"
"000008695","10900.00","371.00","10529.00","2018-02-15"
"000008696","8400.00","817.50","7582.50","2020-08-05"
"000008697","1100.00","0.00","1100.00","2020-09-14"
"000008698","100.00","0.00","100.00","2019-03-26"
"000008699","1080.00","0.00","1080.00","2020-09-14"
"000008700","2500.00","0.00","2500.00","2020-10-20"
"000008701","5045.00","0.00","5045.00","2020-10-20"
"000008702","0.00","408.00","-408.00","2019-11-25"
"000008703","2300.00","988.00","1312.00","2020-09-23"
"000008704","95700.00","6025.00","89675.00","2020-09-14"
"000008705","5650.00","712.00","4938.00","2019-10-21"
"000008706","6620.00","496.00","6124.00","2018-04-03"
"000008707","800.00","859.00","-59.00","2020-08-13"
"000008708","0.00","0.00","0.00","2019-11-08"
"000008709","30.00","0.00","30.00","2020-10-20"
"000008710","26660.00","2480.00","24180.00","2018-09-19"
