idsolicitud,total_activo,total_pasivo,patrimonio,fecha
"000019760","1400.00","0.00","1400.00","2022-02-21"
"000019762","1080.00","0.00","1080.00","2020-09-14"
"000019764","650.00","0.00","650.00","2019-12-18"
"000019765","0.00","0.00","0.00","2020-11-26"
"000019766","8350.00","0.00","8350.00","2018-01-27"
"000019767","99999.99","72699.50","33900.50","2021-01-19"
"000019768","10300.00","0.00","10300.00","2022-02-11"
"000019769","2000.00","0.00","2000.00","2022-02-17"
"000019771","1300.00","0.00","1300.00","2021-09-23"
"000019772","4500.00","0.00","4500.00","2022-02-03"
"000019773","4420.00","1800.00","2620.00","2022-01-31"
"000019775","1560.00","0.00","1560.00","2021-10-07"
"000019776","3550.00","0.00","3550.00","2021-08-10"
"000019777","8000.00","0.00","8000.00","2022-02-21"
"000019778","7400.00","1247.00","6153.00","2022-01-24"
"000019779","6960.00","0.00","6960.00","2022-03-25"
"000019780","34500.00","9000.00","25500.00","2022-03-25"
"000019781","81500.00","0.00","81500.00","2022-03-25"
"000019782","4400.99","0.00","4400.99","2022-01-19"
"000019783","10950.00","0.00","10950.00","2022-03-25"
"000019784","9700.00","0.00","9700.00","2020-09-24"
"000019786","4635.00","0.00","4635.00","2022-03-02"
"000019787","20700.00","0.00","20700.00","2021-06-23"
"000019788","5650.00","0.00","5650.00","2022-01-13"
"000019789","8200.00","0.00","8200.00","2022-02-17"
"000019790","11350.00","2838.00","8512.00","2021-01-21"
"000019791","8500.00","0.00","8500.00","2022-03-25"
"000019792","17300.00","0.00","17300.00","2022-02-22"
"000019793","1400.00","0.00","1400.00","2022-03-25"
"000019795","5800.00","7600.00","-1800.00","2022-01-17"
"000019796","2920.00","0.00","2920.00","2022-03-25"
"000019797","6080.00","4573.00","1507.00","2022-01-14"
"000019798","430.00","0.00","430.00","2020-07-23"
"000019799","1750.00","0.00","1750.00","2022-03-26"
"000019800","10950.00","1000.00","9950.00","2022-03-26"
"000019801","26000.00","545.00","25455.00","2018-03-16"
"000019802","1380.00","0.00","1380.00","2022-03-26"
"000019803","4730.00","13491.00","-8761.00","2018-09-26"
"000019804","47900.00","0.00","47900.00","2022-03-07"
"000019805","2100.00","0.00","2100.00","2022-03-26"
"000019806","2880.00","9613.00","-6733.00","2021-06-05"
"000019807","600.00","0.00","600.00","2022-02-11"
"000019808","8000.00","0.00","8000.00","2022-02-22"
"000019809","9500.00","0.00","9500.00","2022-03-10"
"000019810","6200.00","0.00","6200.00","2021-06-16"
"000019811","12260.00","0.00","12260.00","2022-03-26"
"000019812","3200.00","0.00","3200.00","2022-03-26"
"000019813","3900.00","0.00","3900.00","2021-05-25"
"000019814","530.00","0.00","530.00","2022-01-28"
"000019815","10600.00","1598.00","9002.00","2019-12-31"
"000019816","3345.00","0.00","3345.00","2022-03-26"
"000019817","2080.00","1500.00","580.00","2022-01-20"
"000019818","0.00","0.00","0.00","2021-05-07"
"000019819","50.00","14.00","36.00","2019-10-30"
"000019820","6900.00","9624.00","-2724.00","2022-03-28"
"000019821","50.00","0.00","50.00","2021-06-01"
"000019822","2100.00","0.00","2100.00","2022-03-28"
"000019823","0.00","0.00","0.00","2022-03-28"
"000019824","840.00","0.00","840.00","2019-05-10"
"000019825","21610.00","0.00","21610.00","2022-02-26"
"000019826","4550.00","3000.00","1550.00","2020-10-29"
"000019828","6080.00","0.00","6080.00","2022-03-28"
"000019829","100.00","0.00","100.00","2020-03-06"
"000019830","2100.00","0.00","2100.00","2022-01-14"
"000019831","460.00","0.00","460.00","2022-03-28"
"000019832","8300.00","0.00","8300.00","2021-12-17"
"000019835","2600.00","0.00","2600.00","2022-01-15"
"000019836","14170.00","8070.00","6100.00","2022-03-28"
"000019837","12350.00","0.00","12350.00","2022-03-28"
"000019838","7900.00","1800.00","6100.00","2022-03-11"
"000019839","1500.00","0.00","1500.00","2019-06-12"
"000019841","10950.00","0.00","10950.00","2022-03-29"
"000019842","15050.00","54688.00","-39638.00","2019-09-10"
"000019843","5100.00","0.00","5100.00","2020-03-11"
"000019844","2900.00","0.00","2900.00","2022-03-28"
"000019845","2650.00","0.00","2650.00","2022-01-06"
"000019846","5150.00","0.00","5150.00","2021-10-30"
"000019847","26000.00","1500.00","24500.00","2021-11-18"
"000019848","180.00","0.00","180.00","2021-10-29"
"000019849","5450.00","4296.00","1154.00","2022-03-29"
"000019850","6700.00","0.00","6700.00","2022-01-28"
"000019851","2500.00","7154.00","-4654.00","2022-03-29"
"000019852","10.00","0.00","10.00","2021-05-31"
"000019853","33350.00","0.00","33350.00","2022-03-29"
"000019854","4100.00","0.00","4100.00","2018-02-23"
"000019855","6849.99","0.00","6849.99","2022-03-29"
"000019856","5500.00","0.00","5500.00","2022-03-29"
"000019857","1600.00","0.00","1600.00","2022-02-17"
"000019858","10172.00","643.00","9529.00","2022-01-27"
"000019859","4300.00","3227.00","1073.00","2022-03-29"
"000019860","1000.00","0.00","1000.00","2022-03-29"
"000019861","5400.00","1129.00","4271.00","2020-03-02"
"000019862","1880.00","0.00","1880.00","2022-03-29"
"000019863","2350.00","0.00","2350.00","2022-03-02"
"000019864","22350.00","0.00","22350.00","2022-03-29"
"000019865","1480.00","0.00","1480.00","2022-02-01"
"000019866","7350.00","261.00","7089.00","2022-02-09"
"000019867","4080.00","0.00","4080.00","2022-03-07"
"000019868","16200.00","1500.00","14700.00","2022-02-05"
"000019869","62500.00","0.00","62500.00","2022-02-21"
"000019870","200.00","0.00","200.00","2022-03-15"
"000019871","800.00","0.00","800.00","2022-01-28"
"000019872","50.00","0.00","50.00","2022-02-22"
"000019873","81500.00","0.00","81500.00","2022-03-29"
"000019874","600.00","0.00","600.00","2020-06-30"
"000019875","9300.00","0.00","9300.00","2022-01-26"
"000019876","10030.00","0.00","10030.00","2022-01-31"
"000019877","8200.00","0.00","8200.00","2022-03-30"
"000019878","12150.00","0.00","12150.00","2022-01-25"
"000019879","2500.00","0.00","2500.00","2022-03-29"
"000019880","19950.00","0.00","19950.00","2021-05-06"
"000019881","2350.00","0.00","2350.00","2020-12-21"
"000019882","36300.00","0.00","36300.00","2021-10-13"
"000019883","9070.00","0.00","9070.00","2022-01-05"
"000019886","1190.00","0.00","1190.00","2021-10-12"
"000019887","11300.00","0.00","11300.00","2022-03-29"
"000019889","720.00","0.00","720.00","2020-09-08"
"000019890","5420.00","0.00","5420.00","2022-03-03"
"000019891","8150.00","0.00","8150.00","2020-09-23"
"000019892","56600.00","9300.00","47300.00","2022-03-30"
"000019893","9700.00","4227.00","5473.00","2022-02-28"
"000019894","6580.00","0.00","6580.00","2022-01-21"
"000019895","0.00","0.00","0.00","2022-03-30"
"000019896","12030.00","0.00","12030.00","2022-03-30"
"000019897","17800.00","19059.00","-1259.00","2022-03-24"
"000019898","80.00","0.00","80.00","2020-06-09"
"000019899","6200.00","0.00","6200.00","2022-03-03"
"000019900","7000.00","1600.00","5400.00","2022-03-30"
"000019901","1050.00","0.00","1050.00","2020-12-04"
"000019902","7080.00","0.00","7080.00","2019-12-19"
"000019903","11100.00","6000.00","5100.00","2022-03-30"
"000019904","19660.00","0.00","19660.00","2022-02-17"
"000019905","17200.00","0.00","17200.00","2022-02-10"
"000019906","15600.00","0.00","15600.00","2022-03-30"
"000019907","5400.00","0.00","5400.00","2021-11-30"
"000019908","770.00","0.00","770.00","2022-02-18"
"000019909","100.00","0.00","100.00","2022-03-30"
"000019910","7150.00","0.00","7150.00","2022-03-30"
"000019911","820.00","0.00","820.00","2022-03-30"
"000019912","3020.00","0.00","3020.00","2021-09-02"
"000019913","2130.00","2325.00","-195.00","2022-02-03"
"000019914","2040.00","0.00","2040.00","2020-11-23"
"000019915","2050.00","0.00","2050.00","2022-03-30"
"000019916","11590.00","109.00","11481.00","2021-03-03"
"000019917","10200.00","0.00","10200.00","2022-03-30"
"000019918","0.00","0.00","0.00","2022-01-03"
"000019919","25200.00","0.00","25200.00","2018-12-31"
"000019921","11100.00","0.00","11100.00","2021-12-28"
"000019922","5850.00","0.00","5850.00","2022-02-25"
"000019923","9500.00","0.00","9500.00","2022-03-03"
"000019924","9600.00","990.00","8610.00","2020-12-19"
"000019925","75300.00","59146.00","16154.00","2021-03-03"
"000019926","75300.00","59146.00","16154.00","2021-03-03"
"000019927","16750.00","0.00","16750.00","2022-01-31"
"000019928","3770.00","0.00","3770.00","2022-01-31"
"000019929","4850.00","0.00","4850.00","2022-01-14"
"000019930","5450.00","0.00","5450.00","2021-11-08"
"000019931","13700.00","0.00","13700.00","2020-01-03"
"000019932","790.00","275.00","515.00","2019-10-29"
"000019933","16300.00","0.00","16300.00","2021-04-23"
"000019934","18000.00","11744.00","6256.00","2019-05-17"
"000019935","0.00","0.00","0.00","2021-12-22"
"000019936","99999.99","0.00","99999.99","2021-11-11"
"000019937","14900.00","0.00","14900.00","2019-10-12"
"000019939","29600.00","0.00","29600.00","2022-03-31"
"000019940","240.00","0.00","240.00","2022-03-31"
"000019941","50.00","0.00","50.00","2022-03-04"
"000019942","6400.00","470.00","5930.00","2022-02-05"
"000019943","1200.00","0.00","1200.00","2022-03-31"
"000019944","20715.00","0.00","20715.00","2022-02-28"
"000019945","11210.00","40000.00","-28790.00","2022-01-24"
"000019946","3380.00","166.00","3214.00","2022-03-07"
"000019947","27950.00","0.00","27950.00","2022-01-27"
"000019948","9400.00","0.00","9400.00","2022-03-21"
"000019949","7100.00","0.00","7100.00","2021-06-01"
"000019950","14730.00","0.00","14730.00","2022-03-05"
"000019951","38500.00","0.00","38500.00","2022-03-31"
"000019952","4830.00","0.00","4830.00","2022-01-15"
"000019953","5850.00","0.00","5850.00","2022-02-25"
"000019954","620.00","0.00","620.00","2022-01-29"
"000019955","5850.00","1080.00","4770.00","2018-10-22"
"000019956","50.00","0.00","50.00","2022-02-09"
"000019957","10200.00","0.00","10200.00","2022-02-19"
"000019958","2080.00","0.00","2080.00","2022-01-20"
"000019959","2200.00","0.00","2200.00","2022-01-20"
"000019960","1650.00","0.00","1650.00","2022-02-28"
"000019961","21500.00","0.00","21500.00","2022-02-02"
"000019962","100.00","0.00","100.00","2021-10-20"
"000019963","5050.00","0.00","5050.00","2022-03-31"
"000019964","14230.00","0.00","14230.00","2022-03-31"
"000019966","5150.00","0.00","5150.00","2022-03-07"
"000019967","70800.00","40000.00","30800.00","2021-02-09"
"000019968","2750.00","0.00","2750.00","2022-02-25"
"000019969","12080.00","300.00","11780.00","2022-03-31"
"000019970","13800.00","0.00","13800.00","2022-03-31"
"000019971","30400.00","5049.00","25351.00","2022-03-09"
"000019972","3100.00","0.00","3100.00","2022-02-23"
"000019973","26660.00","2189.00","24471.00","2018-09-19"
"000019975","5600.00","450.00","5150.00","2022-03-31"
"000019976","21050.00","0.00","21050.00","2022-02-22"
"000019977","0.00","597.00","-597.00","2019-11-22"
"000019978","6400.00","0.00","6400.00","2021-10-06"
"000019979","1630.00","3437.00","-1807.00","2021-11-16"
"000019980","1750.00","0.00","1750.00","2020-07-13"
"000019981","13330.00","0.00","13330.00","2022-01-27"
"000019983","4400.00","0.00","4400.00","2022-01-05"
"000019984","8520.00","0.00","8520.00","2020-02-26"
"000019985","13700.00","0.00","13700.00","2022-02-03"
"000019986","11100.00","6000.00","5100.00","2022-03-31"
"000019987","6650.00","0.00","6650.00","2022-03-08"
"000019988","6900.00","9624.00","-2724.00","2022-04-01"
"000019989","150.00","0.00","150.00","2022-04-01"
"000019990","12200.00","0.00","12200.00","2018-10-05"
"000019991","19100.00","63877.00","-44777.00","2022-01-20"
"000019992","900.00","0.00","900.00","2022-01-07"
"000019993","17300.00","0.00","17300.00","2022-02-12"
"000019994","6150.00","0.00","6150.00","2022-01-19"
"000019995","1050.00","0.00","1050.00","2021-06-17"
"000019996","6000.00","0.00","6000.00","2021-06-05"
"000019997","8080.00","0.00","8080.00","2022-04-01"
"000019998","9720.00","0.00","9720.00","2022-04-01"
"000019999","5050.00","0.00","5050.00","2021-06-28"
"000020000","8150.00","0.00","8150.00","2021-05-14"
"000020001","7920.00","4100.00","3820.00","2022-04-01"
"000020002","2920.00","0.00","2920.00","2022-04-01"
"000020004","9045.00","300.00","8745.00","2022-01-27"
"000020005","1700.00","0.00","1700.00","2022-03-10"
"000020006","16850.00","0.00","16850.00","2022-02-09"
"000020007","66.00","0.00","66.00","2022-01-27"
"000020008","1440.00","0.00","1440.00","2022-03-04"
"000020009","6500.00","0.00","6500.00","2022-02-10"
"000020010","25610.00","0.00","25610.00","2022-04-01"
"000020011","30030.00","0.00","30030.00","2022-02-23"
"000020012","23200.00","1026.00","22174.00","2022-04-01"
"000020013","380.00","2008.00","-1628.00","2022-03-01"
"000020014","1830.00","0.00","1830.00","2022-01-20"
"000020015","17300.00","1591.00","15709.00","2022-01-28"
"000020016","14400.00","0.00","14400.00","2022-04-01"
"000020017","5700.00","0.00","5700.00","2022-04-02"
"000020018","61800.00","0.00","61800.00","2021-06-10"
"000020019","200.00","0.00","200.00","2022-01-14"
"000020020","5000.00","1561.00","3439.00","2020-07-11"
"000020021","4200.00","0.00","4200.00","2022-04-02"
"000020023","30240.00","0.00","30240.00","2022-04-02"
"000020025","1150.00","893.00","257.00","2020-08-06"
"000020026","0.00","0.00","0.00","2022-01-22"
"000020027","3150.00","926.00","2224.00","2022-04-02"
"000020028","50.00","0.00","50.00","2022-04-02"
"000020029","6880.00","6800.00","80.00","2022-04-02"
"000020030","50.00","0.00","50.00","2022-02-14"
"000020042","8300.00","0.00","8300.00","2022-02-15"
"000020043","600.00","0.00","600.00","2020-06-30"
"000020044","400.00","0.00","400.00","2020-06-25"
"000020045","10800.00","0.00","10800.00","2020-09-28"
"000020046","8400.00","0.00","8400.00","2022-03-03"
"000020047","10200.00","485.00","9715.00","2020-03-05"
"000020048","11300.00","0.00","11300.00","2022-03-16"
"000020049","50.00","0.00","50.00","2022-04-02"
"000020050","3450.00","0.00","3450.00","2021-08-11"
"000020051","10300.00","0.00","10300.00","2021-12-01"
"000020052","5120.00","0.00","5120.00","2021-06-03"
"000020053","13120.00","33201.00","-20081.00","2022-04-06"
"000020054","2680.00","0.00","2680.00","2021-12-09"
"000020055","23200.00","7225.00","15975.00","2022-01-27"
"000020057","16300.00","994.00","15306.00","2022-01-13"
"000020058","13900.00","0.00","13900.00","2021-05-11"
"000020059","11100.00","0.00","11100.00","2022-01-07"
"000020060","4780.00","0.00","4780.00","2022-04-06"
"000020061","3690.00","0.00","3690.00","2022-04-06"
"000020062","2900.00","6900.00","-4000.00","2020-09-23"
"000020063","36999.99","60177.00","-23177.01","2022-04-06"
"000020064","2420.00","1700.00","720.00","2022-04-06"
"000020065","36200.00","26728.00","9472.00","2021-03-27"
"000020066","15700.00","14500.00","1200.00","2022-01-22"
"000020067","13200.00","0.00","13200.00","2022-03-18"
"000020068","5920.00","0.00","5920.00","2022-02-01"
"000020069","12300.00","4528.00","7772.00","2022-04-06"
"000020070","14870.00","5344.00","9526.00","2022-02-04"
"000020071","14300.00","2000.00","12300.00","2019-10-28"
"000020072","19400.00","9537.00","9863.00","2022-01-19"
"000020073","7650.00","0.00","7650.00","2022-03-21"
"000020074","240.00","1500.00","-1260.00","2022-04-06"
"000020075","8350.00","0.00","8350.00","2022-03-03"
"000020076","6990.00","0.00","6990.00","2020-07-23"
"000020077","10060.00","150.00","9910.00","2020-02-27"
"000020078","17500.00","1398.00","16102.00","2022-01-22"
"000020079","27800.00","0.00","27800.00","2022-04-06"
"000020080","8100.00","0.00","8100.00","2018-12-21"
"000020081","10050.00","0.00","10050.00","2020-01-25"
"000020082","15700.00","8113.00","7587.00","2022-02-02"
"000020083","840.00","0.00","840.00","2020-03-12"
"000020084","4350.00","0.00","4350.00","2021-07-20"
"000020085","8800.00","0.00","8800.00","2022-03-15"
"000020086","2.00","0.00","2.00","2021-12-07"
"000020087","14730.00","0.00","14730.00","2022-03-05"
"000020088","6740.00","0.00","6740.00","2022-01-31"
"000020089","16080.00","0.00","16080.00","2022-03-14"
"000020090","885.00","0.00","885.00","2021-09-24"
"000020091","7300.00","4706.00","2594.00","2022-01-31"
"000020092","4720.00","4992.00","-272.00","2022-01-28"
"000020093","9400.00","3822.00","5578.00","2022-02-09"
"000020094","100.00","0.00","100.00","2022-04-07"
"000020095","11580.00","0.00","11580.00","2022-04-07"
"000020098","5500.00","0.00","5500.00","2021-12-03"
"000020099","1100.00","4700.00","-3600.00","2020-01-14"
"000020100","9200.00","0.00","9200.00","2021-07-24"
"000020101","80.00","0.00","80.00","2020-06-09"
"000020102","1680.00","0.00","1680.00","2022-03-18"
"000020104","2.00","0.00","2.00","2021-12-07"
"000020105","2040.00","0.00","2040.00","2022-01-27"
"000020106","9700.00","954.00","8746.00","2022-01-26"
"000020107","8030.00","0.00","8030.00","2021-11-08"
"000020108","0.00","0.00","0.00","2022-02-26"
"000020109","4900.00","0.00","4900.00","2021-11-05"
"000020110","0.00","0.00","0.00","2022-04-07"
"000020111","6050.00","0.00","6050.00","2022-04-07"
"000020112","5250.00","0.00","5250.00","2022-03-10"
"000020113","49600.00","0.00","49600.00","2022-04-07"
"000020114","10400.00","9806.00","594.00","2022-04-07"
"000020116","7690.00","0.00","7690.00","2022-02-09"
"000020117","11100.00","0.00","11100.00","2021-12-29"
"000020120","21400.00","0.00","21400.00","2022-04-07"
"000020121","24900.00","0.00","24900.00","2020-12-24"
"000020122","1810.00","0.00","1810.00","2022-04-07"
"000020123","8760.00","0.00","8760.00","2022-02-10"
"000020124","50.00","0.00","50.00","2022-03-03"
"000020125","1130.00","0.00","1130.00","2022-01-18"
"000020126","10.00","0.00","10.00","2021-06-21"
"000020127","4110.00","348.20","3761.80","2022-03-17"
"000020128","23580.00","0.00","23580.00","2022-04-07"
"000020129","10000.00","0.00","10000.00","2022-04-07"
"000020130","4000.00","0.00","4000.00","2022-01-14"
"000020131","2330.00","0.00","2330.00","2020-11-27"
"000020132","100.00","4000.00","-3900.00","2022-03-16"
"000020133","5200.00","5123.00","77.00","2020-12-17"
"000020134","200.00","0.00","200.00","2022-04-08"
"000020135","8100.00","0.00","8100.00","2022-03-11"
"000020136","9700.00","2000.00","7700.00","2022-04-08"
"000020138","7900.00","0.00","7900.00","2022-02-07"
"000020141","3730.00","790.00","2940.00","2022-01-31"
"000020142","2700.00","0.00","2700.00","2022-03-14"
"000020143","1200.00","0.00","1200.00","2022-04-08"
"000020144","300.00","0.00","300.00","2022-01-10"
"000020145","38900.00","0.00","38900.00","2021-05-14"
"000020147","20.00","0.00","20.00","2020-11-30"
"000020148","20.00","0.00","20.00","2020-11-30"
"000020149","46900.00","0.00","46900.00","2022-04-08"
"000020150","46900.00","0.00","46900.00","2022-03-03"
"000020151","17700.00","2048.00","15652.00","2019-03-02"
"000020152","11400.00","20788.00","-9388.00","2022-03-11"
"000020153","1380.00","0.00","1380.00","2022-04-08"
"000020154","50.00","0.00","50.00","2022-03-09"
"000020155","6400.00","0.00","6400.00","2022-02-01"
"000020156","16900.00","0.00","16900.00","2022-01-19"
"000020157","10970.00","0.00","10970.00","2019-09-11"
"000020158","7100.00","0.00","7100.00","2021-10-22"
"000020159","600.00","0.00","600.00","2020-06-30"
"000020160","5600.00","450.00","5150.00","2022-03-31"
"000020161","15600.00","0.00","15600.00","2022-04-08"
"000020162","3250.00","10574.00","-7324.00","2021-11-03"
"000020163","7200.00","0.00","7200.00","2022-04-08"
"000020164","12300.00","0.00","12300.00","2022-02-11"
"000020165","3990.00","0.00","3990.00","2022-04-08"
"000020166","5700.00","412.00","5288.00","2022-02-23"
"000020167","4600.00","0.00","4600.00","2022-02-07"
"000020168","7200.00","0.00","7200.00","2022-02-09"
"000020169","10200.00","0.00","10200.00","2019-04-23"
"000020170","7150.00","0.00","7150.00","2021-11-26"
"000020171","6600.00","0.00","6600.00","2022-02-05"
"000020172","1400.00","0.00","1400.00","2022-01-22"
"000020173","14730.00","0.00","14730.00","2022-03-05"
"000020174","1250.00","400.00","850.00","2022-03-23"
"000020175","7050.00","0.00","7050.00","2021-02-09"
"000020176","11750.00","0.00","11750.00","2021-09-21"
"000020177","1580.00","0.00","1580.00","2022-02-21"
"000020178","5500.00","0.00","5500.00","2022-04-08"
"000020179","10695.70","0.00","10695.70","2021-10-11"
"000020180","14150.00","10500.00","3650.00","2022-02-02"
"000020181","4580.00","900.00","3680.00","2022-01-14"
"000020182","1000.00","0.00","1000.00","2022-03-15"
"000020183","74150.00","1490.00","72660.00","2019-08-16"
"000020184","22100.00","0.00","22100.00","2018-08-15"
"000020185","10600.00","0.00","10600.00","2022-03-15"
"000020186","11350.00","2838.00","8512.00","2021-01-21"
"000020188","2100.00","0.00","2100.00","2022-04-09"
"000020189","21920.00","0.00","21920.00","2022-02-17"
"000020190","4000.00","0.00","4000.00","2021-10-22"
"000020191","9800.00","0.00","9800.00","2022-02-10"
"000020192","96700.00","7394.00","89306.00","2022-03-05"
"000020193","20050.00","0.00","20050.00","2022-04-09"
"000020194","155800.00","20013.63","135786.37","2022-04-09"
"000020195","3430.00","0.00","3430.00","2022-04-11"
"000020196","100.00","0.00","100.00","2022-02-01"
"000020197","17900.00","363.00","17537.00","2019-05-21"
"000020198","200.00","0.00","200.00","2022-03-15"
"000020199","8230.00","0.00","8230.00","2020-09-05"
"000020200","1200.00","0.00","1200.00","2022-03-02"
"000020201","50.00","0.00","50.00","2020-01-17"
"000020202","23580.00","0.00","23580.00","2022-04-11"
"000020203","4720.00","0.00","4720.00","2022-04-11"
"000020204","1000.00","0.00","1000.00","2021-12-27"
"000020205","3800.00","0.00","3800.00","2020-08-28"
"000020207","7700.00","5800.00","1900.00","2022-04-11"
"000020208","2050.00","0.00","2050.00","2021-05-18"
"000020209","42100.00","16000.00","26100.00","2022-02-23"
"000020210","17800.00","19059.00","-1259.00","2022-04-11"
"000020211","14400.00","0.00","14400.00","2022-04-11"
"000020212","3620.00","0.00","3620.00","2022-01-31"
"000020213","6040.00","0.00","6040.00","2020-10-16"
"000020215","21500.00","0.00","21500.00","2022-03-03"
"000020216","9150.00","3200.00","5950.00","2022-01-11"
"000020217","8750.00","3066.00","5684.00","2022-02-19"
"000020218","15080.00","0.00","15080.00","2022-01-17"
"000020219","27000.00","31500.00","-4500.00","2020-11-25"
"000020220","4050.00","0.00","4050.00","2022-02-08"
"000020223","12400.00","864.00","11536.00","2022-03-12"
"000020224","300.00","0.00","300.00","2020-03-11"
"000020225","300.00","0.00","300.00","2022-04-11"
"000020226","100.00","0.00","100.00","2020-08-11"
"000020227","6600.00","0.00","6600.00","2018-04-10"
"000020229","42700.00","5000.00","37700.00","2022-04-11"
"000020230","15060.00","0.00","15060.00","2022-01-28"
"000020231","5050.00","700.00","4350.00","2022-02-24"
"000020232","6680.00","0.00","6680.00","2022-03-21"
"000020233","0.00","0.00","0.00","2022-04-11"
"000020234","1750.00","0.00","1750.00","2021-11-25"
"000020235","950.00","0.00","950.00","2021-08-28"
"000020236","4500.00","0.00","4500.00","2022-02-03"
"000020237","680.00","0.00","680.00","2022-02-08"
"000020238","4160.00","0.00","4160.00","2022-01-17"
"000020239","1160.00","0.00","1160.00","2022-02-04"
"000020240","15120.00","0.00","15120.00","2022-01-17"
"000020241","50.00","0.00","50.00","2022-03-02"
"000020242","1500.00","0.00","1500.00","2019-06-12"
"000020243","8420.00","7849.00","571.00","2021-12-29"
"000020244","800.00","0.00","800.00","2019-02-26"
"000020245","10400.00","5523.00","4877.00","2022-01-17"
"000020246","2700.00","0.00","2700.00","2022-02-25"
"000020247","470.00","0.00","470.00","2022-03-01"
"000020248","7930.00","0.00","7930.00","2018-08-09"
"000020249","3400.00","0.00","3400.00","2022-03-14"
"000020250","12050.00","0.00","12050.00","2022-02-05"
"000020251","700.00","857.00","-157.00","2021-05-06"
"000020252","124999.99","0.00","124999.99","2022-04-12"
"000020253","0.00","0.00","0.00","2021-12-20"
"000020255","900.00","0.00","900.00","2020-07-01"
"000020256","17800.00","19059.00","-1259.00","2022-04-12"
"000020257","26550.00","14110.00","12440.00","2021-02-26"
"000020258","7700.00","5800.00","1900.00","2022-04-12"
"000020259","1123.00","0.00","1123.00","2022-04-12"
"000020260","7920.00","4100.00","3820.00","2022-04-01"
"000020261","5950.00","0.00","5950.00","2022-01-06"
"000020262","6920.00","4512.00","2408.00","2022-03-08"
"000020263","1700.00","16528.00","-14828.00","2022-02-14"
"000020264","8700.00","1391.00","7309.00","2022-02-19"
"000020265","2750.00","0.00","2750.00","2022-04-12"
"000020266","1430.00","0.00","1430.00","2021-10-14"
"000020267","5020.00","6394.00","-1374.00","2022-01-27"
"000020268","5800.00","0.00","5800.00","2020-09-05"
"000020269","80.00","0.00","80.00","2022-04-12"
"000020270","5100.00","0.00","5100.00","2022-04-12"
"000020271","3350.00","0.00","3350.00","2021-05-15"
"000020272","2900.00","0.00","2900.00","2022-04-12"
"000020273","1600.00","0.00","1600.00","2022-02-17"
"000020274","1200.00","0.00","1200.00","2022-04-12"
"000020275","25800.00","0.00","25800.00","2022-04-12"
"000020276","20200.00","0.00","20200.00","2022-04-12"
"000020277","5100.00","0.00","5100.00","2022-02-11"
"000020278","1280.00","0.00","1280.00","2020-12-14"
"000020279","80.00","0.00","80.00","2019-09-13"
"000020280","9700.00","0.00","9700.00","2022-04-12"
"000020281","750.00","0.00","750.00","2022-03-09"
"000020284","3200.00","0.00","3200.00","2022-03-26"
"000020285","56600.00","9300.00","47300.00","2022-04-12"
"000020286","34500.00","9000.00","25500.00","2022-04-12"
"000020287","36999.99","60177.00","-23177.01","2022-04-12"
"000020288","4030.00","0.00","4030.00","2018-10-03"
"000020289","22000.00","0.00","22000.00","2021-12-09"
"000020290","2139.99","0.00","2139.99","2021-06-21"
"000020291","124999.99","0.00","124999.99","2022-04-13"
"000020292","6900.00","9624.00","-2724.00","2022-04-13"
"000020293","15200.00","0.00","15200.00","2021-07-16"
"000020294","300.00","0.00","300.00","2022-04-13"
"000020295","900.00","9939.00","-9039.00","2022-04-13"
"000020296","5550.00","0.00","5550.00","2022-03-19"
"000020297","3580.00","0.00","3580.00","2022-04-13"
"000020299","3550.00","0.00","3550.00","2022-04-13"
"000020300","6130.00","0.00","6130.00","2021-06-10"
"000020301","1780.00","3312.00","-1532.00","2022-01-31"
"000020302","6620.00","0.00","6620.00","2022-04-13"
"000020303","4780.00","0.00","4780.00","2022-04-13"
"000020304","5250.00","0.00","5250.00","2022-04-13"
"000020305","5270.00","0.00","5270.00","2022-01-13"
"000020306","5530.00","0.00","5530.00","2022-01-31"
"000020307","10040.00","0.00","10040.00","2022-01-31"
"000020308","600.00","0.00","600.00","2022-02-11"
"000020309","15200.00","0.00","15200.00","2022-04-13"
"000020310","15800.00","1500.00","14300.00","2022-03-16"
"000020312","0.00","0.00","0.00","2022-02-15"
"000020313","42250.00","0.00","42250.00","2022-02-17"
"000020314","18500.00","0.00","18500.00","2022-04-13"
"000020315","6850.00","0.00","6850.00","2022-02-09"
"000020316","42250.00","0.00","42250.00","2022-02-17"
"000020317","280.00","0.00","280.00","2022-01-29"
"000020318","200.00","0.00","200.00","2018-05-08"
"000020319","124999.99","0.00","124999.99","2022-04-13"
"000020320","9500.00","0.00","9500.00","2022-04-13"
"000020321","8050.00","43076.00","-35026.00","2021-06-09"
"000020322","2100.00","0.00","2100.00","2022-03-26"
"000020324","27800.00","0.00","27800.00","2022-04-13"
"000020325","10172.00","643.00","9529.00","2022-01-27"
"000020326","10950.00","0.00","10950.00","2022-04-13"
"000020327","192.00","0.00","192.00","2022-02-19"
"000020328","4635.00","0.00","4635.00","2022-03-02"
"000020329","14170.00","8070.00","6100.00","2022-04-13"
"000020330","10.00","0.00","10.00","2021-05-31"
"000020331","7300.00","0.00","7300.00","2022-03-15"
"000020332","8900.00","0.00","8900.00","2022-02-03"
"000020333","7200.00","0.00","7200.00","2021-08-12"
