idsolicitud,idsolicitud_acancelar,estado,saldocuota,saldomora,totaldeuda
"000049966","000049225","PAGO","136.10","0.00","136.10"
"000049967","000047352","PAGO","0.00","1.20","1.20"
"000049968","000048750","PAGO","28.50","7.80","36.30"
"000049969","000049099","PAGO","0.00","1.80","1.80"
"000049970","000048866","PAGO","17.20","0.90","18.10"
"000049971","000048989","PAGO","50.00","0.40","50.40"
"000049972","000049080","PAGO","54.50","1.50","56.00"
"000049973","000048985","PAGO","18.00","0.60","18.60"
"000049974","000048851","PAGO","32.50","5.10","37.60"
"000049975","000049098","PAGO","260.90","2.40","263.30"
"000049976","000049087","PAGO","136.10","3.60","139.70"
"000049977","000048870","PAGO","425.00","1.50","426.50"
"000049979","000048802","PAGO","0.00","0.90","0.90"
"000049981","000049454","PAGO","190.60","0.00","190.60"
"000049983","000049294","PAGO","272.50","1.20","273.70"
"000049984","000048581","PAGO","0.00","0.30","0.30"
"000049989","000049000","PAGO","0.00","1.20","1.20"
"000049991","000049317","PAGO","272.50","0.00","272.50"
"000049995","000049291","PAGO","45.00","0.60","45.60"
"000049996","000049402","PAGO","272.50","2.40","274.90"
"000049997","000049214","PAGO","0.00","0.80","0.80"
"000049998","000049334","PAGO","136.10","0.00","136.10"
"000049999","000049100","PAGO","173.60","0.00","173.60"
"000050000","000049418","PAGO","135.00","1.80","136.80"
"000050001","000049388","PAGO","111.30","1.60","112.90"
"000050002","000049199","DEBE","328.00","0.00","328.00"
"000050003","000049145","PAGO","0.00","2.40","2.40"
"000050004","000049048","PAGO","72.00","0.30","72.30"
"000050006","000049265","PAGO","85.00","1.60","86.60"
"000050007","000049511","PAGO","288.00","3.20","291.20"
"000050008","000048926","PAGO","30.00","0.00","30.00"
"000050010","000049543","PAGO","460.10","1.60","461.70"
"000050011","000049307","PAGO","297.00","0.80","297.80"
"000050012","000048728","PAGO","17950.80","0.00","17950.80"
"000050013","000049123","PAGO","81.60","1.20","82.80"
"000050015","000049022","PAGO","126.40","2.10","128.50"
"000050017","000049320","PAGO","802.50","8.00","810.50"
"000050022","000049319","DEBE","0.00","1.20","1.20"
"000050023","000049337","PAGO","181.00","1.50","182.50"
"000050024","000049029","PAGO","142.00","1.20","143.20"
"000050025","000049185","PAGO","50.10","0.90","51.00"
"000050026","000049448","PAGO","272.50","0.00","272.50"
"000050027","000049346","PAGO","231.40","0.00","231.40"
"000050028","000049279","PAGO","0.00","2.40","2.40"
"000050030","000049401","PAGO","136.10","0.60","136.70"
"000050031","000049338","PAGO","272.50","3.20","275.70"
"000050033","000048822","PAGO","0.00","1.60","1.60"
"000050035","000049096","PAGO","0.00","2.80","2.80"
"000050036","000046270","PAGO","0.00","2.40","2.40"
"000050037","000049292","PAGO","272.50","1.20","273.70"
"000050038","000049086","PAGO","0.00","0.90","0.90"
"000050040","000049172","PAGO","406.20","4.80","411.00"
"000050041","000049170","PAGO","3600.00","14.00","3614.00"
"000050042","000049578","PAGO","324.00","3.20","327.20"
"000050043","000048862","DEBE","0.00","13.60","13.60"
"000050044","000049452","PAGO","540.00","1.60","541.60"
"000050045","000049186","PAGO","144.00","2.10","146.10"
"000050046","000048942","DEBE","36.00","3.60","39.60"
"000050047","000048981","PAGO","105.00","3.30","108.30"
"000050048","000048120","PAGO","0.00","2.10","2.10"
"000050049","000049378","PAGO","148.10","0.80","148.90"
"000050051","000049267","PAGO","136.10","0.90","137.00"
"000050052","000049135","PAGO","270.00","0.00","270.00"
"000050053","000049175","PAGO","289.20","1.20","290.40"
"000050054","000049143","PAGO","0.00","1.20","1.20"
"000050057","000048951","PAGO","17.20","1.20","18.40"
"000050059","000049530","PAGO","127.20","0.40","127.60"
"000050061","000049191","PAGO","0.00","2.40","2.40"
"000050062","000049128","PAGO","0.00","1.20","1.20"
"000050063","000049187","PAGO","218.00","2.80","220.80"
"000050064","000049097","DEBE","0.00","1.60","1.60"
"000050065","000049059","PAGO","0.00","16.00","16.00"
"000050066","000049374","PAGO","0.00","3.20","3.20"
"000050067","000049312","PAGO","65.40","0.00","65.40"
"000050068","000049028","PAGO","0.00","1.60","1.60"
"000050069","000049376","PAGO","0.00","2.00","2.00"
"000050071","000049353","PAGO","272.50","1.20","273.70"
"000050072","000049079","PAGO","0.00","10.20","10.20"
"000050074","000049414","PAGO","0.00","6.40","6.40"
"000050075","000048860","PAGO","0.00","6.60","6.60"
"000050077","000049016","PAGO","0.00","0.90","0.90"
"000050078","000049290","PAGO","169.00","1.20","170.20"
"000050079","000049472","PAGO","163.50","0.00","163.50"
"000050080","000044855","PAGO","0.00","0.40","0.40"
"000050081","000049765","PAGO","92.00","1.20","93.20"
"000050084","000048973","PAGO","10.90","0.90","11.80"
"000050085","000049404","PAGO","954.00","7.00","961.00"
"000050085","000049484","PAGO","1455.00","12.00","1467.00"
"000050086","000049101","PAGO","85.00","0.30","85.30"
"000050089","000048993","PAGO","22.00","0.80","22.80"
"000050090","000049236","PAGO","0.00","1.20","1.20"
"000050091","000049375","PAGO","0.00","1.60","1.60"
"000050093","000045524","PAGO","0.00","10.40","10.40"
"000050096","000049144","PAGO","0.00","2.00","2.00"
"000050099","000049200","PAGO","0.00","3.30","3.30"
"000050102","000049444","PAGO","51.60","1.50","53.10"
"000050104","000049171","PAGO","0.00","1.20","1.20"
"000050105","000049352","DEBE","10.60","1.20","11.80"
"000050107","000049219","PAGO","190.60","1.20","191.80"
"000050108","000049352","PAGO","0.00","1.80","1.80"
"000050110","000049662","PAGO","265.00","1.60","266.60"
"000050111","000049610","PAGO","132.50","0.90","133.40"
"000050112","000048520","PAGO","0.00","3.00","3.00"
"000050113","000049182","PAGO","0.00","5.20","5.20"
"000050114","000049615","PAGO","74.20","1.20","75.40"
"000050115","000049579","PAGO","0.00","1.80","1.80"
"000050117","000049137","PAGO","217.10","0.80","217.90"
"000050118","000049638","PAGO","397.50","0.80","398.30"
"000050119","000049660","PAGO","681.10","3.00","684.10"
"000050120","000049248","PAGO","0.00","0.40","0.40"
"000050121","000049227","DEBE","0.00","0.60","0.60"
"000050123","000049227","PAGO","0.00","0.60","0.60"
"000050124","000049253","PAGO","0.00","1.20","1.20"
"000050126","000049012","PAGO","0.00","1.60","1.60"
"000050127","000049576","PAGO","135.80","0.00","135.80"
"000050128","000049274","PAGO","129.40","1.50","130.90"
"000050131","000049277","PAGO","0.00","0.40","0.40"
"000050132","000049643","PAGO","0.00","0.90","0.90"
"000050134","000049132","PAGO","0.00","3.30","3.30"
"000050135","000047826","PAGO","0.00","12.00","12.00"
"000050136","000049115","PAGO","0.00","3.90","3.90"
"000050137","000049323","DEBE","54.50","2.10","56.60"
"000050138","000049058","PAGO","56.40","2.70","59.10"
"000050139","000049040","PAGO","0.00","0.60","0.60"
"000050140","000049140","PAGO","96.00","5.40","101.40"
"000050141","000049718","PAGO","324.00","0.00","324.00"
"000050142","000049347","PAGO","0.00","16.80","16.80"
"000050143","000045913","PAGO","0.00","0.80","0.80"
"000050143","000049486","PAGO","315.00","5.60","320.60"
"000050145","000049618","PAGO","180.00","0.30","180.30"
"000050146","000049593","PAGO","427.90","1.60","429.50"
"000050147","000049090","PAGO","0.00","2.00","2.00"
"000050148","000049091","PAGO","0.00","1.50","1.50"
"000050149","000049207","PAGO","0.00","6.80","6.80"
"000050150","000049064","PAGO","13.60","0.30","13.90"
"000050151","000048799","PAGO","0.00","0.60","0.60"
"000050152","000049457","PAGO","0.00","1.20","1.20"
"000050154","000049241","PAGO","3320.00","18.00","3338.00"
"000050155","000049492","PAGO","53.00","2.40","55.40"
"000050157","000049544","PAGO","420.00","1.60","421.60"
"000050158","000047683","PAGO","0.00","1.80","1.80"
"000050159","000049275","PAGO","1270.00","14.00","1284.00"
"000050160","000042407","PAGO","0.00","0.40","0.40"
"000050160","000049313","PAGO","75.60","1.20","76.80"
"000050161","000049179","PAGO","252.90","1.60","254.50"
"000050163","000049411","PAGO","0.00","4.40","4.40"
"000050165","000049133","PAGO","98.10","2.10","100.20"
"000050166","000049359","DEBE","351.00","0.00","351.00"
"000050168","000049364","PAGO","0.00","1.20","1.20"
"000050170","000049650","PAGO","272.50","0.00","272.50"
"000050173","000049077","PAGO","0.00","1.80","1.80"
"000050174","000048235","PAGO","0.00","0.60","0.60"
"000050174","000049110","PAGO","133.30","2.40","135.70"
"000050175","000046474","PAGO","0.00","20.80","20.80"
"000050176","000034781","PAGO","0.00","2.00","2.00"
"000050178","000049203","PAGO","95.50","2.00","97.50"
"000050179","000048410","PAGO","0.00","0.40","0.40"
"000050179","000049326","PAGO","346.20","4.00","350.20"
"000050180","000048310","PAGO","1459.00","34.00","1493.00"
"000050181","000049240","PAGO","324.00","1.60","325.60"
"000050183","000050071","DEBE","1090.00","0.00","1090.00"
"000050184","000049497","PAGO","58.20","1.60","59.80"
"000050185","000049321","PAGO","1090.00","5.00","1095.00"
"000050186","000049387","PAGO","0.00","2.00","2.00"
"000050187","000049266","PAGO","0.00","2.10","2.10"
"000050188","000048924","DEBE","0.00","2.80","2.80"
"000050189","000020824","PAGO","0.00","38.80","38.80"
"000050191","000048735","PAGO","0.00","0.60","0.60"
"000050192","000049323","PAGO","0.00","3.90","3.90"
"000050193","000049300","DEBE","253.80","2.80","256.60"
"000050194","000049116","PAGO","0.00","1.20","1.20"
"000050195","000049536","PAGO","163.50","0.00","163.50"
"000050196","000049071","PAGO","0.00","4.40","4.40"
"000050197","000049534","PAGO","7000.00","16.00","7016.00"
"000050199","000049166","PAGO","0.00","7.50","7.50"
"000050201","000049392","PAGO","231.80","0.40","232.20"
"000050202","000049177","PAGO","28.20","0.30","28.50"
"000050203","000049083","PAGO","86.30","1.20","87.50"
"000050204","000049520","PAGO","0.00","0.30","0.30"
"000050205","000048430","PAGO","0.00","0.40","0.40"
"000050205","000049256","PAGO","324.00","3.60","327.60"
"000050206","000048401","PAGO","0.00","0.40","0.40"
"000050206","000049278","PAGO","115.40","0.00","115.40"
"000050208","000049384","PAGO","362.00","2.80","364.80"
"000050209","000049585","PAGO","218.00","1.60","219.60"
"000050210","000049496","PAGO","272.50","4.00","276.50"
"000050211","000049304","PAGO","0.00","2.40","2.40"
"000050213","000049125","PAGO","0.00","1.80","1.80"
"000050214","000049257","PAGO","75.00","0.60","75.60"
"000050216","000049215","PAGO","60.40","1.60","62.00"
"000050217","000049755","PAGO","0.00","6.00","6.00"
"000050220","000049345","PAGO","110.00","6.60","116.60"
"000050221","000049395","PAGO","227.50","8.00","235.50"
"000050224","000049555","PAGO","0.00","2.00","2.00"
"000050225","000049464","PAGO","190.60","0.40","191.00"
"000050227","000049676","PAGO","84.50","0.60","85.10"
"000050229","000043163","PAGO","0.00","3.20","3.20"
"000050230","000049195","PAGO","122.00","1.20","123.20"
"000050231","000049474","PAGO","0.00","2.40","2.40"
"000050232","000049620","PAGO","190.60","0.00","190.60"
"000050233","000048788","PAGO","0.00","0.60","0.60"
"000050233","000048801","PAGO","0.00","0.60","0.60"
"000050234","000047495","PAGO","0.00","1.20","1.20"
"000050235","000049306","PAGO","362.00","2.80","364.80"
"000050236","000049709","PAGO","132.50","0.90","133.40"
"000050237","000049609","PAGO","62.20","2.10","64.30"
"000050239","000049369","PAGO","136.00","1.20","137.20"
"000050241","000049385","PAGO","144.50","0.00","144.50"
"000050242","000049276","PAGO","0.00","8.80","8.80"
"000050243","000049461","PAGO","114.80","0.00","114.80"
"000050244","000049439","PAGO","0.00","2.40","2.40"
"000050245","000049663","PAGO","212.00","1.20","213.20"
"000050246","000049009","PAGO","0.00","0.60","0.60"
"000050247","000047863","PAGO","0.00","14.40","14.40"
"000050247","000049164","PAGO","187.20","2.40","189.60"
"000050248","000049351","PAGO","0.00","0.90","0.90"
"000050250","000049213","PAGO","144.00","1.60","145.60"
"000050251","000049597","PAGO","0.00","2.00","2.00"
"000050252","000049331","PAGO","406.20","3.20","409.40"
"000050253","000049588","PAGO","1305.00","12.00","1317.00"
"000050254","000049168","PAGO","34.40","0.80","35.20"
"000050255","000049152","PAGO","1140.60","20.00","1160.60"
"000050256","000043908","PAGO","0.00","1.60","1.60"
"000050256","000044381","PAGO","0.00","4.00","4.00"
"000050256","000049545","PAGO","262.50","2.00","264.50"
"000050257","000049426","PAGO","412.07","4.00","416.07"
"000050259","000049471","PAGO","0.00","1.20","1.20"
"000050260","000049194","PAGO","440.00","4.00","444.00"
"000050261","000049672","PAGO","545.00","3.20","548.20"
"000050263","000049649","PAGO","137.50","0.00","137.50"
"000050264","000049254","PAGO","76.00","2.70","78.70"
"000050265","000049788","PAGO","0.00","6.00","6.00"
"000050266","000048987","PAGO","16.80","2.10","18.90"
"000050270","000043940","PAGO","0.00","2.40","2.40"
"000050272","000049329","PAGO","654.00","1.00","655.00"
"000050275","000049697","PAGO","159.00","2.80","161.80"
"000050276","000049409","PAGO","196.20","1.60","197.80"
"000050277","000049274","PAGO","0.00","0.60","0.60"
"000050277","000049481","PAGO","136.10","1.20","137.30"
"000050278","000049811","DEBE","270.00","1.60","271.60"
"000050280","000049613","PAGO","109.00","0.00","109.00"
"000050281","000049141","DEBE","60.80","3.00","63.80"
"000050282","000048937","PAGO","0.00","1.20","1.20"
"000050283","000049473","PAGO","65.40","0.00","65.40"
"000050284","000049428","PAGO","0.80","0.90","1.70"
"000050285","000049328","PAGO","450.00","1.00","451.00"
"000050286","000049405","PAGO","0.00","1.50","1.50"
"000050287","000048232","DEBE","0.00","0.40","0.40"
"000050287","000049389","DEBE","325.60","1.60","327.20"
"000050288","000049282","PAGO","136.00","4.20","140.20"
"000050289","000049645","PAGO","360.00","1.60","361.60"
"000050290","000049340","PAGO","0.00","3.00","3.00"
"000050291","000048984","DEBE","0.00","4.80","4.80"
"000050292","000049273","PAGO","835.00","5.60","840.60"
"000050293","000049582","PAGO","163.50","1.60","165.10"
"000050298","000049322","PAGO","716.00","6.00","722.00"
"000050300","000049552","PAGO","290.00","1.60","291.60"
"000050304","000048232","PAGO","0.00","0.40","0.40"
"000050304","000049389","PAGO","362.00","1.60","363.60"
"000050305","000049141","PAGO","75.40","2.70","78.10"
"000050306","000049802","PAGO","31.80","0.00","31.80"
"000050307","000049167","DEBE","385.60","6.00","391.60"
"000050308","000049167","PAGO","385.60","6.00","391.60"
"000050311","000049103","PAGO","250.00","5.20","255.20"
"000050312","000048988","PAGO","293.40","3.60","297.00"
"000050316","000049499","PAGO","54.50","0.60","55.10"
"000050317","000049249","PAGO","216.40","2.40","218.80"
"000050318","000049035","PAGO","0.00","1.20","1.20"
"000050319","000049659","PAGO","212.00","3.20","215.20"
"000050320","000049436","PAGO","0.00","0.80","0.80"
"000050321","000047563","PAGO","0.00","10.00","10.00"
"000050324","000048984","PAGO","0.00","4.80","4.80"
"000050325","000048515","PAGO","0.00","0.60","0.60"
"000050326","000047307","PAGO","0.00","3.00","3.00"
"000050328","000047547","DEBE","0.00","1.50","1.50"
"000050330","000049443","PAGO","71.00","0.00","71.00"
"000050331","000048532","PAGO","0.00","0.80","0.80"
"000050331","000049502","PAGO","348.80","4.00","352.80"
"000050332","000049250","PAGO","498.00","0.00","498.00"
"000050334","000046522","PAGO","0.00","0.40","0.40"
"000050334","000048996","PAGO","0.00","6.00","6.00"
"000050335","000049503","PAGO","0.00","1.20","1.20"
"000050336","000049363","PAGO","326.10","3.20","329.30"
"000050337","000049360","PAGO","490.50","4.80","495.30"
"000050338","000049466","PAGO","108.00","0.80","108.80"
"000050339","000049361","PAGO","490.50","4.80","495.30"
"000050340","000049565","PAGO","105.00","2.00","107.00"
"000050341","000049695","PAGO","0.00","0.40","0.40"
"000050342","000049210","PAGO","72.00","0.40","72.40"
"000050343","000049644","PAGO","134.50","0.90","135.40"
"000050347","000049415","PAGO","0.00","3.60","3.60"
"000050348","000048924","PAGO","0.00","4.80","4.80"
"000050350","000049796","PAGO","144.00","1.20","145.20"
"000050351","000049539","PAGO","126.40","0.00","126.40"
"000050352","000049386","PAGO","1306.60","10.00","1316.60"
"000050356","000049524","PAGO","6440.00","20.00","6460.00"
"000050357","000049459","PAGO","178.00","1.50","179.50"
"000050358","000049589","PAGO","0.00","4.00","4.00"
"000050359","000047453","PAGO","0.00","1.20","1.20"
"000050359","000047894","PAGO","0.00","2.80","2.80"
"000050359","000049174","PAGO","0.00","2.40","2.40"
"000050360","000049355","DEBE","0.00","3.30","3.30"
"000050361","000049495","PAGO","143.60","3.20","146.80"
"000050362","000049698","PAGO","907.00","7.00","914.00"
"000050363","000049305","PAGO","592.20","2.00","594.20"
"000050364","000048688","PAGO","0.00","1.20","1.20"
"000050364","000049094","PAGO","0.00","0.80","0.80"
"000050365","000049482","PAGO","180.00","1.60","181.60"
"000050366","000049710","PAGO","0.00","1.20","1.20"
"000050367","000049371","PAGO","0.00","0.30","0.30"
"000050368","000049372","PAGO","0.00","0.40","0.40"
"000050369","000049258","PAGO","71.00","2.40","73.40"
"000050370","000048641","PAGO","0.00","1.20","1.20"
"000050373","000049775","PAGO","270.00","1.60","271.60"
"000050374","000049383","PAGO","65.40","0.80","66.20"
"000050375","000049741","PAGO","265.00","1.60","266.60"
